"Binomial1","Binomial2","Binomial3","Binomial4","Binomial5"
"Dolichotis_salinicola","Dolichotis_salinicola","Dolichotis_salinicola","Dolichotis_salinicola","Dolichotis_salinicola"
"Dologale_dybowskii","Dologale_dybowskii","Dologale_dybowskii","Dologale_dybowskii","Dologale_dybowskii"
"Dorcatragus_megalotis","Dorcatragus_megalotis","Dorcatragus_megalotis","Dorcatragus_megalotis","Dorcatragus_megalotis"
"Dorcopsis_atrata","Dorcopsis_atrata","Dorcopsis_atrata","Dorcopsis_atrata","Dorcopsis_atrata"
"Dorcopsis_hageni","Dorcopsis_hageni","Dorcopsis_hageni","Dorcopsis_hageni","Dorcopsis_hageni"
"Dorcopsis_luctuosa","Dorcopsis_luctuosa","Dorcopsis_luctuosa","Dorcopsis_luctuosa","Dorcopsis_luctuosa"
"Dorcopsis_muelleri","Dorcopsis_muelleri","Dorcopsis_muelleri","Dorcopsis_muelleri","Dorcopsis_muelleri"
"Dorcopsulus_macleayi","Dorcopsulus_macleayi","Dorcopsulus_macleayi","Dorcopsulus_macleayi","Dorcopsulus_macleayi"
"Dorcopsulus_vanheurni","Dorcopsulus_vanheurni","Dorcopsulus_vanheurni","Dorcopsulus_vanheurni","Dorcopsulus_vanheurni"
"Dremomys_everetti","Dremomys_everetti","Dremomys_everetti","Dremomys_everetti","Dremomys_everetti"
"Dremomys_gularis","Dremomys_gularis","Dremomys_gularis","Dremomys_gularis","Dremomys_gularis"
"Dremomys_lokriah","Dremomys_lokriah","Dremomys_lokriah","Dremomys_lokriah","Dremomys_lokriah"
"Dremomys_pernyi","Dremomys_pernyi","Dremomys_pernyi","Dremomys_pernyi","Dremomys_pernyi"
"Dremomys_pyrrhomerus","Dremomys_pyrrhomerus","Dremomys_pyrrhomerus","Dremomys_pyrrhomerus","Dremomys_pyrrhomerus"
"Dremomys_rufigenis","Dremomys_rufigenis","Dremomys_rufigenis","Dremomys_rufigenis","Dremomys_rufigenis"
"Dromiciops_gliroides","Dromiciops_gliroides","Dromiciops_gliroides","Dromiciops_gliroides","Dromiciops_gliroides"
"Dryomys_laniger","Dryomys_laniger","Dryomys_laniger","Dryomys_laniger","Dryomys_laniger"
"Dryomys_niethammeri","Dryomys_niethammeri","Dryomys_niethammeri","Dryomys_niethammeri","Dryomys_niethammeri"
"Dryomys_nitedula","Dryomys_nitedula","Dryomys_nitedula","Dryomys_nitedula","Dryomys_nitedula"
"Dugong_dugon","Dugong_dugon","Dugong_dugon","Dugong_dugon","Dugong_dugon"
"Dusicyon_australis","Dusicyon_australis","Dusicyon_australis","Dusicyon_australis","Dusicyon_australis"
"Dusicyon_avus","Dusicyon_avus","Dusicyon_avus","000 Species not accepted_000 Species not accepted","Dusicyon_avus"
"Dyacopterus_brooksi","Dyacopterus_brooksi","Dyacopterus_brooksi","Dyacopterus_brooksi","Dyacopterus_brooksi"
"Dyacopterus_spadiceus","Dyacopterus_spadiceus","Dyacopterus_spadiceus","Dyacopterus_spadiceus","Dyacopterus_spadiceus"
"Dymecodon_pilirostris","Dymecodon_pilirostris","Dymecodon_pilirostris","Dymecodon_pilirostris","Dymecodon_pilirostris"
"Echimys_chrysurus","Echimys_chrysurus","Echimys_chrysurus","Echimys_chrysurus","Echimys_chrysurus"
"Echimys_saturnus","Echimys_saturnus","Echimys_saturnus","Echimys_saturnus","Echimys_saturnus"
"Echimys_vieirai","Echimys_vieirai","Echimys_vieirai","000 Species not accepted_000 Species not accepted","Echimys_vieirai"
"Echinops_telfairi","Echinops_telfairi","Echinops_telfairi","Echinops_telfairi","Echinops_telfairi"
"Echinosorex_gymnura","Echinosorex_gymnura","Echinosorex_gymnura","Echinosorex_gymnura","Echinosorex_gymnura"
"Echiothrix_centrosa","Echiothrix_centrosa","Echiothrix_centrosa","Echiothrix_centrosa","Echiothrix_centrosa"
"Echiothrix_leucura","Echiothrix_leucura","Echiothrix_leucura","Echiothrix_leucura","Echiothrix_leucura"
"Echymipera_clara","Echymipera_clara","Echymipera_clara","Echymipera_clara","Echymipera_clara"
"Echymipera_davidi","Echymipera_davidi","Echymipera_davidi","Echymipera_davidi","Echymipera_davidi"
"Echymipera_echinista","Echymipera_echinista","Echymipera_echinista","Echymipera_echinista","Echymipera_echinista"
"Echymipera_kalubu","Echymipera_kalubu","Echymipera_kalubu","Echymipera_kalubu","Echymipera_kalubu"
"Echymipera_rufescens","Echymipera_rufescens","Echymipera_rufescens","Echymipera_rufescens","Echymipera_rufescens"
"Ectophylla_alba","Ectophylla_alba","Ectophylla_alba","Ectophylla_alba","Ectophylla_alba"
"Eidolon_dupreanum","Eidolon_dupreanum","Eidolon_dupreanum","Eidolon_dupreanum","Eidolon_dupreanum"
"Eidolon_helvum","Eidolon_helvum","Eidolon_helvum","Eidolon_helvum","Eidolon_helvum"
"Eira_barbara","Eira_barbara","Eira_barbara","Eira_barbara","Eira_barbara"
"Elaphodus_cephalophus","Elaphodus_cephalophus","Elaphodus_cephalophus","Elaphodus_cephalophus","Elaphodus_cephalophus"
"Elaphurus_davidianus","Elaphurus_davidianus","Elaphurus_davidianus","Elaphurus_davidianus","Elaphurus_davidianus"
"Elasmotherium_sibiricum","Elasmotherium_sibiricum","Elasmotherium_sibiricum","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Elephantulus_brachyrhynchus","Elephantulus_brachyrhynchus","Elephantulus_brachyrhynchus","Elephantulus_brachyrhynchus","Elephantulus_brachyrhynchus"
"Elephantulus_edwardii","Elephantulus_edwardii","Elephantulus_edwardii","Elephantulus_edwardii","Elephantulus_edwardii"
"Elephantulus_fuscipes","Elephantulus_fuscipes","Elephantulus_fuscipes","Elephantulus_fuscipes","Elephantulus_fuscipes"
"Elephantulus_fuscus","Elephantulus_fuscus","Elephantulus_fuscus","Elephantulus_fuscus","Elephantulus_fuscus"
"Elephantulus_intufi","Elephantulus_intufi","Elephantulus_intufi","Elephantulus_intufi","Elephantulus_intufi"
"Elephantulus_myurus","Elephantulus_myurus","Elephantulus_myurus","Elephantulus_myurus","Elephantulus_myurus"
"Elephantulus_pilicaudus","Elephantulus_pilicaudus","Elephantulus_pilicaudus","000 Species not accepted_000 Species not accepted","Elephantulus_pilicaudus"
"Elephantulus_revoilii","Elephantulus_revoilii","Elephantulus_revoili","Elephantulus_revoili","Elephantulus_revoilii"
"Elephantulus_rozeti","Elephantulus_rozeti","Elephantulus_rozeti","Elephantulus_rozeti","Elephantulus_rozeti"
"Elephantulus_rufescens","Elephantulus_rufescens","Elephantulus_rufescens","Elephantulus_rufescens","Elephantulus_rufescens"
"Elephantulus_rupestris","Elephantulus_rupestris","Elephantulus_rupestris","Elephantulus_rupestris","Elephantulus_rupestris"
"Elephas_antiquus","Elephas_antiquus","Elephas_antiquus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Elephas_cypriotes","Elephas_cypriotes","Elephas_cypriotes","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Elephas_iolensis","Elephas_iolensis","Elephas_iolensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Elephas_maximus","Elephas_maximus","Elephas_maximus","Elephas_maximus","Elephas_maximus"
"Elephas_mnaidriensis","Elephas_mnaidriensis","Elephas_mnaidriensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Elephas_namadicus","Elephas_namadicus","Elephas_namadicus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Elephas_naumanii","Elephas_naumanii","Elephas_naumanii","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Elephas_tiliensis","Elephas_tiliensis","Elephas_tiliensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Eligmodontia_moreni","Eligmodontia_moreni","Eligmodontia_moreni","Eligmodontia_moreni","Eligmodontia_moreni"
"Eligmodontia_morgani","Eligmodontia_morgani","Eligmodontia_morgani","Eligmodontia_morgani","Eligmodontia_morgani"
"Eligmodontia_puerulus","Eligmodontia_puerulus","Eligmodontia_puerulus","Eligmodontia_puerulus","Eligmodontia_puerulus"
"Eligmodontia_typus","Eligmodontia_typus","Eligmodontia_typus","Eligmodontia_typus","Eligmodontia_typus"
"Eliomys_melanurus","Eliomys_melanurus","Eliomys_melanurus","Eliomys_melanurus","Eliomys_melanurus"
"Eliomys_morpheus","Eliomys_morpheus","Eliomys_morpheus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Eliomys_munbyanus","Eliomys_munbyanus","Eliomys_munbyanus","Eliomys_munbyanus","Eliomys_munbyanus"
"Eliomys_quercinus","Eliomys_quercinus","Eliomys_quercinus","Eliomys_quercinus","Eliomys_quercinus"
"Eliurus_antsingy","Eliurus_antsingy","Eliurus_antsingy","Eliurus_antsingy","Eliurus_antsingy"
"Eliurus_carletoni","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Eliurus_carletoni"
"Eliurus_danieli","Eliurus_danieli","Eliurus_danieli","000 Species not accepted_000 Species not accepted","Eliurus_danieli"
"Eliurus_ellermani","Eliurus_ellermani","Eliurus_ellermani","Eliurus_ellermani","Eliurus_ellermani"
"Eliurus_grandidieri","Eliurus_grandidieri","Eliurus_grandidieri","Eliurus_grandidieri","Eliurus_grandidieri"
"Eliurus_majori","Eliurus_majori","Eliurus_majori","Eliurus_majori","Eliurus_majori"
"Eliurus_minor","Eliurus_minor","Eliurus_minor","Eliurus_minor","Eliurus_minor"
"Eliurus_myoxinus","Eliurus_myoxinus","Eliurus_myoxinus","Eliurus_myoxinus","Eliurus_myoxinus"
"Eliurus_penicillatus","Eliurus_penicillatus","Eliurus_penicillatus","Eliurus_penicillatus","Eliurus_penicillatus"
"Eliurus_petteri","Eliurus_petteri","Eliurus_petteri","Eliurus_petteri","Eliurus_petteri"
"Eliurus_tanala","Eliurus_tanala","Eliurus_tanala","Eliurus_tanala","Eliurus_tanala"
"Eliurus_webbi","Eliurus_webbi","Eliurus_webbi","Eliurus_webbi","Eliurus_webbi"
"Ellobius_alaicus","Ellobius_alaicus","Ellobius_alaicus","Ellobius_alaicus","Ellobius_alaicus"
"Ellobius_fuscocapillus","Ellobius_fuscocapillus","Ellobius_fuscocapillus","Ellobius_fuscocapillus","Ellobius_fuscocapillus"
"Ellobius_lutescens","Ellobius_lutescens","Ellobius_lutescens","Ellobius_lutescens","Ellobius_lutescens"
"Ellobius_talpinus","Ellobius_talpinus","Ellobius_talpinus","Ellobius_talpinus","Ellobius_talpinus"
"Ellobius_tancrei","Ellobius_tancrei","Ellobius_tancrei","Ellobius_tancrei","Ellobius_tancrei"
"Emballonura_alecto","Emballonura_alecto","Emballonura_alecto","Emballonura_alecto","Emballonura_alecto"
"Emballonura_beccarii","Emballonura_beccarii","Emballonura_beccarii","Emballonura_beccarii","Emballonura_beccarii"
"Emballonura_dianae","Emballonura_dianae","Emballonura_dianae","Emballonura_dianae","Emballonura_dianae"
"Emballonura_furax","Emballonura_furax","Emballonura_furax","Emballonura_furax","Emballonura_furax"
"Emballonura_monticola","Emballonura_monticola","Emballonura_monticola","Emballonura_monticola","Emballonura_monticola"
"Emballonura_raffrayana","Emballonura_raffrayana","Emballonura_raffrayana","Emballonura_raffrayana","Emballonura_raffrayana"
"Emballonura_semicaudata","Emballonura_semicaudata","Emballonura_semicaudata","Emballonura_semicaudata","Emballonura_semicaudata"
"Emballonura_serii","Emballonura_serii","Emballonura_serii","Emballonura_serii","Emballonura_serii"
"Enchisthenes_hartii","Enchisthenes_hartii","Enchisthenes_hartii","Enchisthenes_hartii","Enchisthenes_hartii"
"Enhydra_lutris","Enhydra_lutris","Enhydra_lutris","Enhydra_lutris","Enhydra_lutris"
"Eoglaucomys_fimbriatus","Eoglaucomys_fimbriatus","Eoglaucomys_fimbriatus","Eoglaucomys_fimbriatus","Eoglaucomys_fimbriatus"
"Eolagurus_luteus","Eolagurus_luteus","Eolagurus_luteus","Eolagurus_luteus","Eolagurus_luteus"
"Eolagurus_przewalskii","Eolagurus_przewalskii","Eolagurus_przewalskii","Eolagurus_przewalskii","Eolagurus_przewalskii"
"Eonycteris_major","Eonycteris_major","Eonycteris_major","Eonycteris_major","Eonycteris_major"
"Eonycteris_robusta","Eonycteris_robusta","Eonycteris_robusta","Eonycteris_robusta","Eonycteris_robusta"
"Eonycteris_spelaea","Eonycteris_spelaea","Eonycteris_spelaea","Eonycteris_spelaea","Eonycteris_spelaea"
"Eospalax_fontanierii","Eospalax_fontanierii","Eospalax_fontanierii","Eospalax_fontanierii","Eospalax_fontanierii"
"Eospalax_rothschildi","Eospalax_rothschildi","Eospalax_rothschildi","Eospalax_rothschildi","Eospalax_rothschildi"
"Eospalax_smithii","Eospalax_smithii","Eospalax_smithii","Eospalax_smithii","Eospalax_smithii"
"Eothenomys_cachinus","Eothenomys_cachinus","Eothenomys_cachinus","Eothenomys_cachinus","Eothenomys_cachinus"
"Eothenomys_chinensis","Eothenomys_chinensis","Eothenomys_chinensis","Eothenomys_chinensis","Eothenomys_chinensis"
"Eothenomys_custos","Eothenomys_custos","Eothenomys_custos","Eothenomys_custos","Eothenomys_custos"
"Eothenomys_melanogaster","Eothenomys_melanogaster","Eothenomys_melanogaster","Eothenomys_melanogaster","Eothenomys_melanogaster"
"Eothenomys_miletus","Eothenomys_miletus","Eothenomys_miletus","Eothenomys_miletus","Eothenomys_miletus"
"Eothenomys_olitor","Eothenomys_olitor","Eothenomys_olitor","Eothenomys_olitor","Eothenomys_olitor"
"Eothenomys_proditor","Eothenomys_proditor","Eothenomys_proditor","Eothenomys_proditor","Eothenomys_proditor"
"Eothenomys_wardi","Eothenomys_wardi","Eothenomys_wardi","Eothenomys_wardi","Eothenomys_wardi"
"Eozapus_setchuanus","Eozapus_setchuanus","Eozapus_setchuanus","Eozapus_setchuanus","Eozapus_setchuanus"
"Episoriculus_caudatus","Episoriculus_caudatus","Episoriculus_caudatus","Episoriculus_caudatus","Episoriculus_caudatus"
"Episoriculus_fumidus","Episoriculus_fumidus","Episoriculus_fumidus","Episoriculus_fumidus","Episoriculus_fumidus"
"Episoriculus_leucops","Episoriculus_leucops","Episoriculus_leucops","Episoriculus_leucops","Episoriculus_leucops"
"Episoriculus_macrurus","Episoriculus_macrurus","Episoriculus_macrurus","Episoriculus_macrurus","Episoriculus_macrurus"
"Epixerus_ebii","Epixerus_ebii","Epixerus_ebii","Epixerus_ebii","Epixerus_ebii"
"Epomophorus_angolensis","Epomophorus_angolensis","Epomophorus_angolensis","Epomophorus_angolensis","Epomophorus_angolensis"
"Epomophorus_anselli","Epomophorus_anselli","Epomophorus_anselli","000 Species not accepted_000 Species not accepted","Epomophorus_anselli"
"Epomophorus_crypturus","Epomophorus_crypturus","Epomophorus_crypturus","Epomophorus_crypturus","Epomophorus_crypturus"
"Epomophorus_gambianus","Epomophorus_gambianus","Epomophorus_gambianus","Epomophorus_gambianus","Epomophorus_gambianus"
"Epomophorus_grandis","Epomophorus_grandis","Epomophorus_grandis","Epomophorus_grandis","Epomophorus_grandis"
"Epomophorus_labiatus","Epomophorus_labiatus","Epomophorus_labiatus","Epomophorus_labiatus","Epomophorus_labiatus"
"Epomophorus_minimus","Epomophorus_minimus","Epomophorus_minimus","Epomophorus_minimus","Epomophorus_minimus"
"Epomophorus_minor","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Epomophorus_minor","Epomophorus_minor"
"Epomophorus_wahlbergi","Epomophorus_wahlbergi","Epomophorus_wahlbergi","Epomophorus_wahlbergi","Epomophorus_wahlbergi"
"Epomops_buettikoferi","Epomops_buettikoferi","Epomops_buettikoferi","Epomops_buettikoferi","Epomops_buettikoferi"
"Epomops_dobsonii","Epomops_dobsonii","Epomops_dobsonii","Epomops_dobsonii","Epomops_dobsonii"
"Epomops_franqueti","Epomops_franqueti","Epomops_franqueti","Epomops_franqueti","Epomops_franqueti"
"Eptesicus_andinus","Eptesicus_andinus","Eptesicus_andinus","Eptesicus_andinus","Eptesicus_andinus"
"Eptesicus_bobrinskoi","Eptesicus_bobrinskoi","Eptesicus_bobrinskoi","Eptesicus_bobrinskoi","Eptesicus_bobrinskoi"
"Eptesicus_bottae","Eptesicus_bottae","Eptesicus_bottae","Eptesicus_bottae","Eptesicus_bottae"
"Eptesicus_brasiliensis","Eptesicus_brasiliensis","Eptesicus_brasiliensis","Eptesicus_brasiliensis","Eptesicus_brasiliensis"
"Eptesicus_chiriquinus","Eptesicus_chiriquinus","Eptesicus_chiriquinus","Eptesicus_chiriquinus","Eptesicus_chiriquinus"
"Eptesicus_diminutus","Eptesicus_diminutus","Eptesicus_diminutus","Eptesicus_diminutus","Eptesicus_diminutus"
"Eptesicus_dimissus","Eptesicus_dimissus","Eptesicus_dimissus","Eptesicus_dimissus","Eptesicus_dimissus"
"Eptesicus_floweri","Eptesicus_floweri","Eptesicus_floweri","Eptesicus_floweri","Eptesicus_floweri"
"Eptesicus_furinalis","Eptesicus_furinalis","Eptesicus_furinalis","Eptesicus_furinalis","Eptesicus_furinalis"
"Eptesicus_fuscus","Eptesicus_fuscus","Eptesicus_fuscus","Eptesicus_fuscus","Eptesicus_fuscus"
"Eptesicus_gobiensis","Eptesicus_gobiensis","Eptesicus_gobiensis","Eptesicus_gobiensis","Eptesicus_gobiensis"
"Eptesicus_guadeloupensis","Eptesicus_guadeloupensis","Eptesicus_guadeloupensis","Eptesicus_guadeloupensis","Eptesicus_guadeloupensis"
"Eptesicus_hottentotus","Eptesicus_hottentotus","Eptesicus_hottentotus","Eptesicus_hottentotus","Eptesicus_hottentotus"
"Eptesicus_innoxius","Eptesicus_innoxius","Eptesicus_innoxius","Eptesicus_innoxius","Eptesicus_innoxius"
"Eptesicus_isabellinus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Eptesicus_isabellinus"
"Eptesicus_japonensis","Eptesicus_japonensis","Eptesicus_japonensis","Eptesicus_japonensis","Eptesicus_japonensis"
"Eptesicus_nasutus","Eptesicus_nasutus","Eptesicus_nasutus","Eptesicus_nasutus","Eptesicus_nasutus"
"Eptesicus_nilssonii","Eptesicus_nilssonii","Eptesicus_nilssonii","Eptesicus_nilssonii","Eptesicus_nilssonii"
"Eptesicus_pachyotis","Eptesicus_pachyotis","Eptesicus_pachyotis","Eptesicus_pachyotis","Eptesicus_pachyotis"
"Eptesicus_platyops","Eptesicus_platyops","Eptesicus_platyops","Eptesicus_platyops","Eptesicus_platyops"
"Eptesicus_serotinus","Eptesicus_serotinus","Eptesicus_serotinus","Eptesicus_serotinus","Eptesicus_serotinus"
"Eptesicus_tatei","Eptesicus_tatei","Eptesicus_tatei","Eptesicus_tatei","Eptesicus_tatei"
"Equus_africanus","Equus_africanus","Equus_africanus","Equus_asinus","Equus_africanus"
"Equus_ferus","Equus_ferus","Equus_ferus","Equus_caballus","Equus_ferus"
"Equus_francisci","Equus_semiplicatus","Equus_semiplicatus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Equus_grevyi","Equus_grevyi","Equus_grevyi","Equus_grevyi","Equus_grevyi"
"Equus_hemionus","Equus_hemionus","Equus_hemionus","Equus_hemionus","Equus_hemionus"
"Equus_hydruntinus","Equus_hydruntinus","Equus_hydruntinus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Equus_kiang","Equus_kiang","Equus_kiang","Equus_kiang","Equus_kiang"
"Equus_ovodovi","Equus_ovodovi","Equus_ovodovi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Equus_quagga","Equus_quagga","Equus_quagga","Equus_burchellii","Equus_quagga"
"Equus_quagga","Equus_quagga","Equus_quagga","Equus_quagga","Equus_quagga"
"Equus_zebra","Equus_zebra","Equus_zebra","Equus_zebra","Equus_zebra"
"Eremitalpa_granti","Eremitalpa_granti","Eremitalpa_granti","Eremitalpa_granti","Eremitalpa_granti"
"Eremodipus_lichtensteini","Eremodipus_lichtensteini","Eremodipus_lichtensteini","Eremodipus_lichtensteini","Eremodipus_lichtensteini"
"Eremoryzomys_polius","Eremoryzomys_polius","Eremoryzomys_polius","Oryzomys_polius","Eremoryzomys_polius"
"Eremotherium_laurillardi","Eremotherium_laurillardi","Eremotherium_laurillardi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Erethizon_dorsatum","Erethizon_dorsatum","Erethizon_dorsatum","Erethizon_dorsatum","Erethizon_dorsatum"
"Erignathus_barbatus","Erignathus_barbatus","Erignathus_barbatus","Erignathus_barbatus","Erignathus_barbatus"
"Erinaceus_amurensis","Erinaceus_amurensis","Erinaceus_amurensis","Erinaceus_amurensis","Erinaceus_amurensis"
"Erinaceus_concolor","Erinaceus_concolor","Erinaceus_concolor","Erinaceus_concolor","Erinaceus_concolor"
"Erinaceus_europaeus","Erinaceus_europaeus","Erinaceus_europaeus","Erinaceus_europaeus","Erinaceus_europaeus"
"Erinaceus_roumanicus","Erinaceus_roumanicus","Erinaceus_roumanicus","Erinaceus_roumanicus","Erinaceus_roumanicus"
